Scan	superkingdom	phylum	class	order	family	genus	species	proteins	taxids
16464	Eukaryota							sp|Q05025|G3P_COTJA, sp|P00360|G3P1_YEAST, sp|P17331|G3P4_CAEEL, sp|P00356|G3P_CHICK, sp|P34921|G3PC_DIACA, sp|P34922|G3PC_PEA, sp|P04970|G3P1_CAEEL, sp|P26988|G3P_PHYIN, sp|Q96UF1|G3P3_MUCCL, sp|Q757I2|G3P_EREGS, sp|P09094|G3PC_TOBAC, sp|Q5R2J2|G3P_PELSI, sp|O57479|G3P_COLLI, sp|P17878|G3PC_MESCR, sp|Q64467|G3PT_MOUSE, sp|O59841|G3P_OGAPD, sp|P25861|G3PC_ANTMA, sp|O57672|G3P_MELGA, sp|P04797|G3P_RAT, sp|P17330|G3P3_CAEEL, sp|Q96UF2|G3P2_MUCCL, sp|P00358|G3P2_YEAST, sp|Q9ESV6|G3PT_RAT, sp|P85954|G3PC_PSEMZ, sp|P80534|G3P_JACOR, sp|P16858|G3P_MOUSE, sp|P00359|G3P3_YEAST, sp|Q8NK47|G3P_RHIMI, sp|P17329|G3P2_CAEEL	48868, 3570, 284811, 4839, 3544, 13735, 10090, 4787, 9103, 871575, 10116, 4097, 4151, 3888, 3357, 93934, 9031, 559292, 29924, 8932, 6239
17155	Eukaryota	Chordata						sp|P68142|ACTB1_TAKRU, sp|O42161|ACTB_SALSA, sp|P29751|ACTB_RABIT, sp|Q7ZVF9|ACTB2_DANRE, sp|P53486|ACTB3_TAKRU, sp|O18840|ACTB_CANLF, sp|Q91ZK5|ACTB_SIGHI, sp|P60711|ACTB_RAT, sp|P60708|ACTB_HORSE, sp|P79818|ACTB_ORYLA, sp|P60710|ACTB_MOUSE, sp|P60707|ACTB_TRIVU, sp|P83750|ACTB_CYPCA, sp|Q7ZVI7|ACTB1_DANRE, sp|P48975|ACTB_CRIGR, sp|P68143|ACTB_OREMO, sp|P83751|ACTB_CTEID, sp|P53485|ACTB2_TAKRU, sp|P60706|ACTB_CHICK, sp|Q711N9|ACTB_MESAU, sp|Q71FK5|ACTB_CAVPO, sp|Q4L0Y2|ACTB_SPECI	7959, 31033, 8090, 10090, 9796, 10141, 9986, 8127, 10116, 8030, 10036, 7955, 9615, 42415, 7962, 9031, 9997, 10029, 9337
15285	Eukaryota	Streptophyta	Magnoliopsida					sp|Q9SP07|1433_LILLO, sp|P93214|14339_SOLLC, sp|Q41418|14331_SOLTU, sp|P93343|1433C_TOBAC, sp|Q96453|1433D_SOYBN, sp|Q96452|1433C_SOYBN, sp|C6TH93|CASP4_SOYBN, sp|O65352|1433_HELAN, sp|P29307|1433_OENEH, sp|P42654|1433B_VICFA, sp|P84972|1433_POPEU, sp|P93342|1433A_TOBAC, sp|P93784|14335_SOLTU, sp|P93259|1433_MESCR, sp|P42653|1433A_VICFA, sp|Q41246|1433_TOBAC, sp|P46266|1433_PEA, sp|P93211|14336_SOLLC, sp|P93212|14337_SOLLC	4113, 3888, 75702, 85636, 4081, 4097, 4690, 3906, 3544, 3847, 4232
21384	Eukaryota							sp|Q26537|14332_SCHMA, sp|P62260|1433E_RAT, sp|P93209|14333_SOLLC, sp|Q41418|14331_SOLTU, sp|P93343|1433C_TOBAC, sp|P62259|1433E_MOUSE, sp|Q96452|1433C_SOYBN, sp|P85939|14332_PSEMZ, sp|P34730|BMH2_YEAST, sp|P68510|1433F_MOUSE, sp|P29311|BMH1_YEAST, sp|P68511|1433F_RAT, sp|O49995|1433B_TOBAC, sp|P93784|14335_SOLTU, sp|P41932|14331_CAEEL, sp|P93212|14337_SOLLC, sp|Q39757|1433_FUCVE, sp|Q5ZMT0|1433E_CHICK, sp|P42653|1433A_VICFA, sp|Q20655|14332_CAEEL, sp|O49997|1433E_TOBAC, sp|O49998|1433F_TOBAC, sp|P46266|1433_PEA, sp|Q41246|1433_TOBAC, sp|P93210|14335_SOLLC, sp|P93208|14332_SOLLC, sp|P93211|14336_SOLLC	4081, 49266, 4113, 10090, 10116, 3906, 6183, 4097, 3888, 3357, 9031, 559292, 3847, 6239
14495	Eukaryota	Chordata						sp|P68142|ACTB1_TAKRU, sp|O42161|ACTB_SALSA, sp|P29751|ACTB_RABIT, sp|Q7ZVF9|ACTB2_DANRE, sp|P53486|ACTB3_TAKRU, sp|O18840|ACTB_CANLF, sp|Q91ZK5|ACTB_SIGHI, sp|P60711|ACTB_RAT, sp|P60708|ACTB_HORSE, sp|P79818|ACTB_ORYLA, sp|O93400|ACTB_XENLA, sp|P60710|ACTB_MOUSE, sp|P60707|ACTB_TRIVU, sp|P83750|ACTB_CYPCA, sp|Q7ZVI7|ACTB1_DANRE, sp|P48975|ACTB_CRIGR, sp|P68143|ACTB_OREMO, sp|P83751|ACTB_CTEID, sp|Q6NVA9|ACTB_XENTR, sp|P53485|ACTB2_TAKRU, sp|P60706|ACTB_CHICK, sp|Q711N9|ACTB_MESAU, sp|Q71FK5|ACTB_CAVPO, sp|Q4L0Y2|ACTB_SPECI	7959, 8364, 31033, 8090, 10090, 9796, 10141, 9986, 8127, 10116, 8030, 10036, 7955, 8355, 9615, 42415, 7962, 9031, 9997, 10029, 9337
24611	Eukaryota							sp|Q05025|G3P_COTJA, sp|P00360|G3P1_YEAST, sp|P17331|G3P4_CAEEL, sp|P00356|G3P_CHICK, sp|P34921|G3PC_DIACA, sp|P34922|G3PC_PEA, sp|P04970|G3P1_CAEEL, sp|P26988|G3P_PHYIN, sp|Q96UF1|G3P3_MUCCL, sp|Q757I2|G3P_EREGS, sp|P09094|G3PC_TOBAC, sp|Q5R2J2|G3P_PELSI, sp|O57479|G3P_COLLI, sp|P17878|G3PC_MESCR, sp|Q64467|G3PT_MOUSE, sp|O59841|G3P_OGAPD, sp|P25861|G3PC_ANTMA, sp|O57672|G3P_MELGA, sp|P04797|G3P_RAT, sp|P17330|G3P3_CAEEL, sp|Q96UF2|G3P2_MUCCL, sp|P00358|G3P2_YEAST, sp|Q9ESV6|G3PT_RAT, sp|P85954|G3PC_PSEMZ, sp|P80534|G3P_JACOR, sp|P16858|G3P_MOUSE, sp|P00359|G3P3_YEAST, sp|Q8NK47|G3P_RHIMI, sp|P17329|G3P2_CAEEL	48868, 3570, 284811, 4839, 3544, 13735, 10090, 4787, 9103, 871575, 10116, 4097, 4151, 3888, 3357, 93934, 9031, 559292, 29924, 8932, 6239
23757	Eukaryota							sp|Q05025|G3P_COTJA, sp|P00360|G3P1_YEAST, sp|P17331|G3P4_CAEEL, sp|P00356|G3P_CHICK, sp|P34921|G3PC_DIACA, sp|P34922|G3PC_PEA, sp|P04970|G3P1_CAEEL, sp|P26988|G3P_PHYIN, sp|Q96UF1|G3P3_MUCCL, sp|Q757I2|G3P_EREGS, sp|P09094|G3PC_TOBAC, sp|Q5R2J2|G3P_PELSI, sp|O57479|G3P_COLLI, sp|P17878|G3PC_MESCR, sp|Q64467|G3PT_MOUSE, sp|O59841|G3P_OGAPD, sp|P25861|G3PC_ANTMA, sp|O57672|G3P_MELGA, sp|P04797|G3P_RAT, sp|P17330|G3P3_CAEEL, sp|Q96UF2|G3P2_MUCCL, sp|P00358|G3P2_YEAST, sp|Q9ESV6|G3PT_RAT, sp|P85954|G3PC_PSEMZ, sp|P80534|G3P_JACOR, sp|P16858|G3P_MOUSE, sp|P00359|G3P3_YEAST, sp|Q8NK47|G3P_RHIMI, sp|P17329|G3P2_CAEEL	48868, 3570, 284811, 4839, 3544, 13735, 10090, 4787, 9103, 871575, 10116, 4097, 4151, 3888, 3357, 93934, 9031, 559292, 29924, 8932, 6239
20029	Eukaryota							sp|Q05025|G3P_COTJA, sp|P00360|G3P1_YEAST, sp|P17331|G3P4_CAEEL, sp|P00356|G3P_CHICK, sp|P34921|G3PC_DIACA, sp|P34922|G3PC_PEA, sp|P04970|G3P1_CAEEL, sp|P26988|G3P_PHYIN, sp|Q96UF1|G3P3_MUCCL, sp|Q757I2|G3P_EREGS, sp|P09094|G3PC_TOBAC, sp|Q5R2J2|G3P_PELSI, sp|O57479|G3P_COLLI, sp|P17878|G3PC_MESCR, sp|Q64467|G3PT_MOUSE, sp|O59841|G3P_OGAPD, sp|P25861|G3PC_ANTMA, sp|O57672|G3P_MELGA, sp|P04797|G3P_RAT, sp|P17330|G3P3_CAEEL, sp|Q96UF2|G3P2_MUCCL, sp|P00358|G3P2_YEAST, sp|Q9ESV6|G3PT_RAT, sp|P85954|G3PC_PSEMZ, sp|P80534|G3P_JACOR, sp|P16858|G3P_MOUSE, sp|P00359|G3P3_YEAST, sp|Q8NK47|G3P_RHIMI, sp|P17329|G3P2_CAEEL	48868, 3570, 284811, 4839, 3544, 13735, 10090, 4787, 9103, 871575, 10116, 4097, 4151, 3888, 3357, 93934, 9031, 559292, 29924, 8932, 6239
13111	Bacteria							sp|A5U4Y2|HTPG_MYCTA, sp|Q2JGG1|HTPG_FRACC, sp|A1WXE4|HTPG_HALHL, sp|Q31F72|HTPG_HYDCU, sp|A0QEJ0|HTPG_MYCA1, sp|Q0A738|HTPG_ALKEH, sp|P64412|HTPG_MYCBO, sp|P61186|HTPG_MYCPA, sp|Q0S467|HTPG_RHOJR, sp|Q2SKD0|HTPG_HAHCH, sp|Q5X5J7|HTPG_LEGPA, sp|A8M4S6|HTPG_SALAI, sp|A1KKZ1|HTPG_MYCBP, sp|Q5WWX9|HTPG_LEGPL, sp|Q5Z3N4|HTPG_NOCFA, sp|A0PRT4|HTPG_MYCUA, sp|Q5ZVS1|HTPG_LEGPH, sp|O33012|HTPG_MYCLE, sp|P9WMJ6|HTPG_MYCTO, sp|P58481|HTPG_STRCO, sp|A5IBL1|HTPG_LEGPC, sp|P9WMJ7|HTPG_MYCTU, sp|A4X7S0|HTPG_SALTO	419947, 317025, 247156, 233413, 272624, 297246, 262316, 410289, 243243, 83331, 369723, 362242, 349521, 391037, 187272, 272631, 100226, 106370, 83332, 349124, 101510, 297245, 400673
23172	Eukaryota							sp|Q05025|G3P_COTJA, sp|P00360|G3P1_YEAST, sp|P17331|G3P4_CAEEL, sp|P00356|G3P_CHICK, sp|P34921|G3PC_DIACA, sp|P34922|G3PC_PEA, sp|P04970|G3P1_CAEEL, sp|P26988|G3P_PHYIN, sp|Q96UF1|G3P3_MUCCL, sp|Q757I2|G3P_EREGS, sp|P09094|G3PC_TOBAC, sp|Q5R2J2|G3P_PELSI, sp|O57479|G3P_COLLI, sp|P17878|G3PC_MESCR, sp|Q64467|G3PT_MOUSE, sp|O59841|G3P_OGAPD, sp|P25861|G3PC_ANTMA, sp|O57672|G3P_MELGA, sp|P04797|G3P_RAT, sp|P17330|G3P3_CAEEL, sp|Q96UF2|G3P2_MUCCL, sp|P00358|G3P2_YEAST, sp|Q9ESV6|G3PT_RAT, sp|P85954|G3PC_PSEMZ, sp|P80534|G3P_JACOR, sp|P16858|G3P_MOUSE, sp|P00359|G3P3_YEAST, sp|Q8NK47|G3P_RHIMI, sp|P17329|G3P2_CAEEL	48868, 3570, 284811, 4839, 3544, 13735, 10090, 4787, 9103, 871575, 10116, 4097, 4151, 3888, 3357, 93934, 9031, 559292, 29924, 8932, 6239
21890	Eukaryota							sp|Q05025|G3P_COTJA, sp|P00360|G3P1_YEAST, sp|P17331|G3P4_CAEEL, sp|P00356|G3P_CHICK, sp|P34921|G3PC_DIACA, sp|P34922|G3PC_PEA, sp|P04970|G3P1_CAEEL, sp|P26988|G3P_PHYIN, sp|Q96UF1|G3P3_MUCCL, sp|Q757I2|G3P_EREGS, sp|P09094|G3PC_TOBAC, sp|Q5R2J2|G3P_PELSI, sp|O57479|G3P_COLLI, sp|P17878|G3PC_MESCR, sp|Q64467|G3PT_MOUSE, sp|O59841|G3P_OGAPD, sp|P25861|G3PC_ANTMA, sp|O57672|G3P_MELGA, sp|P04797|G3P_RAT, sp|P17330|G3P3_CAEEL, sp|Q96UF2|G3P2_MUCCL, sp|P00358|G3P2_YEAST, sp|Q9ESV6|G3PT_RAT, sp|P85954|G3PC_PSEMZ, sp|P80534|G3P_JACOR, sp|P16858|G3P_MOUSE, sp|P00359|G3P3_YEAST, sp|Q8NK47|G3P_RHIMI, sp|P17329|G3P2_CAEEL	48868, 3570, 284811, 4839, 3544, 13735, 10090, 4787, 9103, 871575, 10116, 4097, 4151, 3888, 3357, 93934, 9031, 559292, 29924, 8932, 6239
22875	Eukaryota							sp|Q05025|G3P_COTJA, sp|P00360|G3P1_YEAST, sp|P17331|G3P4_CAEEL, sp|P00356|G3P_CHICK, sp|P34921|G3PC_DIACA, sp|P34922|G3PC_PEA, sp|P04970|G3P1_CAEEL, sp|P26988|G3P_PHYIN, sp|Q96UF1|G3P3_MUCCL, sp|Q757I2|G3P_EREGS, sp|P09094|G3PC_TOBAC, sp|Q5R2J2|G3P_PELSI, sp|O57479|G3P_COLLI, sp|P17878|G3PC_MESCR, sp|Q64467|G3PT_MOUSE, sp|O59841|G3P_OGAPD, sp|P25861|G3PC_ANTMA, sp|O57672|G3P_MELGA, sp|P04797|G3P_RAT, sp|P17330|G3P3_CAEEL, sp|Q96UF2|G3P2_MUCCL, sp|P00358|G3P2_YEAST, sp|Q9ESV6|G3PT_RAT, sp|P85954|G3PC_PSEMZ, sp|P80534|G3P_JACOR, sp|P16858|G3P_MOUSE, sp|P00359|G3P3_YEAST, sp|Q8NK47|G3P_RHIMI, sp|P17329|G3P2_CAEEL	48868, 3570, 284811, 4839, 3544, 13735, 10090, 4787, 9103, 871575, 10116, 4097, 4151, 3888, 3357, 93934, 9031, 559292, 29924, 8932, 6239
24334	Eukaryota							sp|Q05025|G3P_COTJA, sp|P00360|G3P1_YEAST, sp|P17331|G3P4_CAEEL, sp|P00356|G3P_CHICK, sp|P34921|G3PC_DIACA, sp|P34922|G3PC_PEA, sp|P04970|G3P1_CAEEL, sp|P26988|G3P_PHYIN, sp|Q96UF1|G3P3_MUCCL, sp|Q757I2|G3P_EREGS, sp|P09094|G3PC_TOBAC, sp|Q5R2J2|G3P_PELSI, sp|O57479|G3P_COLLI, sp|P17878|G3PC_MESCR, sp|Q64467|G3PT_MOUSE, sp|O59841|G3P_OGAPD, sp|P25861|G3PC_ANTMA, sp|O57672|G3P_MELGA, sp|P04797|G3P_RAT, sp|P17330|G3P3_CAEEL, sp|Q96UF2|G3P2_MUCCL, sp|P00358|G3P2_YEAST, sp|Q9ESV6|G3PT_RAT, sp|P85954|G3PC_PSEMZ, sp|P80534|G3P_JACOR, sp|P16858|G3P_MOUSE, sp|P00359|G3P3_YEAST, sp|Q8NK47|G3P_RHIMI, sp|P17329|G3P2_CAEEL	48868, 3570, 284811, 4839, 3544, 13735, 10090, 4787, 9103, 871575, 10116, 4097, 4151, 3888, 3357, 93934, 9031, 559292, 29924, 8932, 6239
25125	Eukaryota							sp|Q05025|G3P_COTJA, sp|P00360|G3P1_YEAST, sp|P17331|G3P4_CAEEL, sp|P00356|G3P_CHICK, sp|P34921|G3PC_DIACA, sp|P34922|G3PC_PEA, sp|P04970|G3P1_CAEEL, sp|P26988|G3P_PHYIN, sp|Q96UF1|G3P3_MUCCL, sp|Q757I2|G3P_EREGS, sp|P09094|G3PC_TOBAC, sp|Q5R2J2|G3P_PELSI, sp|O57479|G3P_COLLI, sp|P17878|G3PC_MESCR, sp|Q64467|G3PT_MOUSE, sp|O59841|G3P_OGAPD, sp|P25861|G3PC_ANTMA, sp|O57672|G3P_MELGA, sp|P04797|G3P_RAT, sp|P17330|G3P3_CAEEL, sp|Q96UF2|G3P2_MUCCL, sp|P00358|G3P2_YEAST, sp|Q9ESV6|G3PT_RAT, sp|P85954|G3PC_PSEMZ, sp|P80534|G3P_JACOR, sp|P16858|G3P_MOUSE, sp|P00359|G3P3_YEAST, sp|Q8NK47|G3P_RHIMI, sp|P17329|G3P2_CAEEL	48868, 3570, 284811, 4839, 3544, 13735, 10090, 4787, 9103, 871575, 10116, 4097, 4151, 3888, 3357, 93934, 9031, 559292, 29924, 8932, 6239
